Fiscal Year,Library,County,Principal Public?,AENGLC Rank,Population of Service Area,Total Library Visits,Library Visits Per Capita Served,Total Registered Borrowers,Percent of Residents with Library Cards,Reference Questions,Reference Questions Per Capita Served,Total Circulation,Circulation Per Capita Served,Total Programs (Synchronous + Prerecorded),Total Program Attendance & Views,Total Program Attendance & Views Per Capita Served,Total Collection,Collection Per Capita Served,Total Operating Income,Operating Income Per Capita,Town Tax Appropriation for Library,Tax Appropriation Per Capita Served,Library Materials Expenditures,Wages & Salaries Expenditures,Operating Expenditures,Operating Expenditures Per Capita
2009,Morris,Litchfield,P,50.0,2345.0,11976.0,5.1,1085.0,0.46,1161.0,0.5,15227.0,6.5,250.0,1283.0,0.5,15684.0,6.7,114615.0,48.88,80719.0,34.42,10251.0,64861.0,88351.0,37.7
2009,Naugatuck - Howard W.,New Haven,P,147.0,31931.0,127408.0,4.0,10777.0,0.34,14315.0,0.4,86808.0,2.7,293.0,6241.0,0.2,75904.0,2.4,870091.0,27.25,577360.0,18.08,21989.0,419765.0,793478.0,24.8
2009,New Britain,Hartford,P,167.0,70664.0,319501.0,4.5,25149.0,0.36,98783.0,1.4,408601.0,5.8,1377.0,24525.0,0.3,220974.0,3.1,2950398.0,41.75,2775000.0,39.27,243475.0,1549388.0,2963788.0,41.9
2009,New Canaan,Fairfield,P,2.0,19890.0,482310.0,24.2,16390.0,0.82,51268.0,2.6,530270.0,26.7,1319.0,32457.0,1.6,188178.0,9.5,2350473.0,118.17,1623500.0,81.62,324751.0,1256365.0,2085692.0,104.9
2009,New Fairfield,Fairfield,P,44.0,14100.0,102691.0,7.3,8823.0,0.63,5810.0,,157817.0,11.2,263.0,3955.0,0.3,55776.0,4.0,481473.0,34.15,451445.0,32.02,40418.0,387563.0,583331.0,41.4
2009,New Hartford-Licia M.B.,Litchfield,P,76.0,6736.0,64000.0,9.5,5826.0,0.86,8700.0,1.3,82641.0,12.3,228.0,3567.0,0.5,53576.0,8.0,318040.0,47.21,224007.0,33.26,43872.0,164033.0,331555.0,49.2
2009,New Haven,New Haven,P,165.0,123932.0,812348.0,6.6,39721.0,0.32,199877.0,1.6,330179.0,2.7,3317.0,58382.0,0.5,471298.0,3.8,4979083.0,40.18,4084673.0,32.96,490750.0,2834349.0,5117582.0,41.3
2009,New London,New London,P,163.0,25923.0,162000.0,6.2,12489.0,0.48,10941.0,0.4,63043.0,2.4,163.0,2061.0,0.1,84605.0,3.3,727488.0,28.06,605000.0,23.34,53006.0,358206.0,719974.0,27.8
2009,New Milford,Litchfield,P,62.0,28439.0,203880.0,7.2,11581.0,0.41,17671.0,0.6,317084.0,11.1,814.0,16299.0,0.6,113254.0,4.0,1086062.0,38.19,1024710.0,36.03,198757.0,675404.0,1379232.0,48.5
2009,Newington - LucyWelles,Hartford,P,93.0,29619.0,244804.0,8.3,12620.0,0.43,66332.0,2.2,411622.0,13.9,699.0,28763.0,1.0,156217.0,5.3,2324158.0,78.47,2281165.0,77.02,264154.0,1279940.0,2245796.0,75.8
2009,Newtown - Cyr.Booth,Fairfield,P,35.0,26790.0,205710.0,7.7,18474.0,0.69,74283.0,2.8,273380.0,10.2,1047.0,15827.0,0.6,120005.0,4.5,1187130.0,44.31,1007953.0,37.62,77433.0,720527.0,1184130.0,44.2
2009,Norfolk,Litchfield,P,31.0,1652.0,33421.0,20.2,1397.0,0.85,2854.0,1.7,37342.0,22.6,251.0,8899.0,5.4,37245.0,22.5,364955.0,220.92,1000.0,0.61,36973.0,153376.0,393930.0,238.5
2009,North Branford,New Haven,P,88.0,14406.0,37200.0,2.6,6700.0,0.47,3648.0,0.3,81732.0,5.7,203.0,2979.0,0.2,70301.0,4.9,567310.0,39.38,565537.0,39.26,66733.0,345345.0,567310.0,39.4
2009,North Canaan - Douglas,Litchfield,P,128.0,3352.0,15554.0,4.6,1527.0,0.46,695.0,0.2,23143.0,6.9,142.0,920.0,0.3,19378.0,5.8,96942.0,28.92,58875.0,17.56,8145.0,60216.0,95930.0,28.6
2009,North Haven,New Haven,P,51.0,24002.0,91156.0,3.8,15237.0,0.63,11336.0,0.5,190953.0,8.0,237.0,4422.0,0.2,110630.0,4.6,1004990.0,41.87,966907.0,40.28,72216.0,618420.0,1010454.0,42.1
2009,North Stonington-Wheeler,New London,P,78.0,5212.0,84000.0,16.1,2677.0,0.51,6123.0,1.2,48932.0,9.4,122.0,2011.0,0.4,29477.0,5.7,108639.0,20.84,22250.0,4.27,10120.0,61913.0,113881.0,21.8
2009,Norwalk,Fairfield,P,47.0,83456.0,376760.0,4.5,25322.0,0.3,55623.0,0.7,426671.0,5.1,431.0,7344.0,0.1,262757.0,3.1,3620884.0,43.39,3601674.0,43.16,487008.0,2633490.0,4842271.0,58.0
2009,Norwalk - Rowayton,Fairfield,N,47.0,13063.5,30000.0,0.4,2783.0,0.03,5810.0,,60228.0,0.7,399.0,13345.0,0.2,29231.0,0.4,298889.0,37.02,154400.0,31.73,44955.0,144538.0,286750.0,36.7
2009,Norwich - Otis,New London,P,157.0,36432.0,180000.0,4.9,38012.0,1.04,9528.0,0.3,158001.0,4.3,566.0,11887.0,0.3,82641.0,2.3,1217146.0,33.41,1121500.0,30.78,87502.0,748557.0,1203581.0,33.0
2009,Old Lyme - Phoebe,New London,P,19.0,7384.0,38693.0,5.2,6067.0,0.82,4457.0,0.6,77049.0,10.4,183.0,3128.0,0.4,47937.0,6.5,600296.0,81.3,240000.0,32.5,37563.0,303425.0,576877.0,78.1
2009,Old Saybrook - Acton,Middlesex,P,24.0,10539.0,222521.0,21.1,6622.0,0.63,6439.0,0.6,184884.0,17.5,313.0,6083.0,0.6,76689.0,7.3,698704.0,66.3,694710.0,65.92,105750.0,375454.0,673921.0,63.9
2009,Orange - Case,New Haven,P,29.0,13813.0,90254.0,6.5,9670.0,0.7,6575.0,0.5,142144.0,10.3,219.0,6362.0,0.5,114256.0,8.3,615954.0,44.59,590103.0,42.72,72900.0,372868.0,704636.0,51.0
2009,Oxford,New Haven,P,73.0,12527.0,24000.0,1.9,4942.0,0.39,4900.0,0.4,44334.0,3.5,306.0,3950.0,0.3,32211.0,2.6,233370.0,18.63,227444.0,18.16,29200.0,173050.0,231195.0,18.5
2009,Plainfield - Aldrich,Windham,P,162.0,15450.0,7233.0,0.5,3438.0,0.22,1500.0,0.1,10042.0,0.6,43.0,536.0,0.0,14295.0,0.9,53125.0,3.44,48925.0,3.17,6095.0,24239.0,52587.0,3.4
2009,Plainville,Hartford,P,131.0,17193.0,130947.0,7.6,6647.0,0.39,8075.0,0.5,174956.0,10.2,289.0,8574.0,0.5,102091.0,5.9,746795.0,43.44,684037.0,39.79,96357.0,398933.0,736970.0,42.9
2009,Plymouth - Terryville,Litchfield,P,144.0,12011.0,80300.0,6.7,5830.0,0.49,4285.0,0.4,67540.0,5.6,373.0,5274.0,0.4,59512.0,5.0,448530.0,37.34,422778.0,35.2,63250.0,246725.0,433941.0,36.1
2009,Pomfret,Windham,P,118.0,4165.0,5400.0,1.3,1538.0,0.37,600.0,0.1,16916.0,4.1,163.0,1310.0,0.3,19757.0,4.7,71875.0,17.26,65869.0,15.81,7267.0,45657.0,73360.0,17.6
2009,Portland,Middlesex,P,107.0,9537.0,94016.0,9.9,4279.0,0.45,5710.0,0.6,155893.0,16.3,264.0,5134.0,0.5,79399.0,8.3,773132.0,81.07,727459.0,76.28,68030.0,457609.0,884842.0,92.8
2009,Preston,New London,P,121.0,4902.0,20272.0,4.1,2248.0,0.46,655.0,0.1,33438.0,6.8,27.0,1781.0,0.4,30148.0,6.2,168610.0,34.4,155491.0,31.72,14983.0,90745.0,174302.0,35.6
2009,Prospect,New Haven,P,96.0,9273.0,32000.0,3.5,4236.0,0.46,7600.0,0.8,63950.0,6.9,64.0,1680.0,0.2,39971.0,4.3,253412.0,27.33,245460.0,26.47,32500.0,138870.0,233564.0,25.2
2009,Putnam,Windham,P,154.0,9292.0,66997.0,7.2,4728.0,0.51,6025.0,0.6,76572.0,8.2,260.0,6491.0,0.7,38668.0,4.2,449976.0,48.43,444286.0,47.81,33947.0,216394.0,423512.0,45.6
2009,Redding - Mark Twain,Fairfield,P,10.0,8840.0,73356.0,8.3,5708.0,0.65,3257.0,0.4,121715.0,13.8,310.0,5711.0,0.6,51026.0,5.8,600396.0,67.92,361312.0,40.87,73109.0,316369.0,584969.0,66.2
2009,Ridgefield,Fairfield,P,9.0,23872.0,394617.0,16.5,10268.0,0.43,17007.0,0.7,428104.0,17.9,894.0,22128.0,0.9,130235.0,5.5,2084734.0,87.33,1642400.0,68.8,174670.0,1112062.0,2081139.0,87.2
2009,Rocky Hill-Cora Belden,Hartford,P,77.0,18808.0,166609.0,8.9,8024.0,0.43,20404.0,1.1,268460.0,14.3,253.0,8697.0,0.5,66433.0,3.5,931227.0,49.51,905466.0,48.14,103621.0,693601.0,1089902.0,57.9
2009,Roxbury - Minor,Litchfield,P,7.0,2319.0,16879.0,7.3,1598.0,0.69,4759.0,2.1,23962.0,10.3,111.0,2334.0,1.0,39745.0,17.1,202944.0,87.51,100000.0,43.12,16562.0,101687.0,235899.0,101.7
2009,Salem,New London,P,92.0,6546.0,35000.0,5.3,2893.0,0.44,520.0,0.1,68668.0,10.5,120.0,1306.0,0.2,29584.0,4.5,91950.0,14.05,107080.0,16.36,11970.0,77722.0,132093.0,20.2
2009,Salisbury - Scoville,Litchfield,P,16.0,3987.0,54789.0,13.7,2832.0,0.71,6240.0,1.6,83376.0,20.9,302.0,6000.0,1.5,39004.0,9.8,412069.0,103.35,164800.0,41.33,31785.0,232809.0,426933.0,107.1
2009,Scotland,Windham,P,137.0,1725.0,9720.0,5.6,618.0,0.36,185.0,0.1,16577.0,9.6,90.0,615.0,0.4,14130.0,8.2,52505.0,30.44,47181.0,27.35,5336.0,23800.0,53322.0,30.9
2009,Seymour,New Haven,P,114.0,16240.0,146602.0,9.0,11284.0,0.69,8746.0,0.5,88667.0,5.5,118.0,5092.0,0.3,76790.0,4.7,549558.0,33.84,480110.0,29.56,56589.0,252724.0,529436.0,32.6
2009,Sharon - Hotchkiss,Litchfield,P,14.0,3022.0,18500.0,6.1,1200.0,0.4,1400.0,0.5,17721.0,5.9,140.0,1250.0,0.4,12774.0,4.2,217248.0,71.89,50000.0,16.55,15297.0,81454.0,156702.0,51.9
2009,Shelton - Plumb,Fairfield,P,52.0,40011.0,175003.0,4.4,15386.0,0.38,7685.0,0.2,277325.0,6.9,607.0,13282.0,0.3,150776.0,3.8,1112951.0,27.82,1121710.0,28.04,159469.0,755961.0,1272319.0,31.8
2009,Sherman,Fairfield,P,23.0,4110.0,32600.0,7.9,2424.0,0.59,5810.0,,45321.0,11.0,159.0,2756.0,0.7,27556.0,6.7,204201.0,49.68,120000.0,29.2,25719.0,105111.0,209421.0,51.0
2009,Simsbury,Hartford,P,45.0,23659.0,245000.0,10.4,12161.0,0.51,52161.0,2.2,459260.0,19.4,670.0,24640.0,1.0,150506.0,6.4,1288716.0,54.47,1321686.0,55.86,195949.0,946271.0,1781440.0,75.3
2009,Somers,Tolland,P,138.0,10850.0,55000.0,5.1,3905.0,0.36,5810.0,,75485.0,7.0,172.0,2484.0,0.2,53849.0,5.0,517186.0,47.67,399663.0,36.84,51936.0,257376.0,453377.0,41.8
2009,South Windsor,Hartford,P,79.0,25940.0,219255.0,8.5,10351.0,0.4,13829.0,0.5,282207.0,10.9,432.0,8659.0,0.3,143770.0,5.5,1360983.0,52.47,1326789.0,51.15,180659.0,711311.0,1397814.0,53.9
2009,Southbury,New Haven,P,48.0,19678.0,182313.0,9.3,8100.0,0.41,6236.0,0.3,353815.0,18.0,558.0,12907.0,0.7,99330.0,5.0,860144.0,43.71,672014.0,34.15,111007.0,478963.0,944154.0,48.0
2009,Southington,Hartford,P,99.0,42142.0,275424.0,6.5,28448.0,0.68,163020.0,3.9,347465.0,8.2,340.0,12395.0,0.3,119426.0,2.8,1307108.0,31.02,1290577.0,30.62,103000.0,888543.0,1579499.0,37.5
2009,Sprague,New London,P,152.0,2981.0,7844.0,2.6,1869.0,0.63,883.0,0.3,10020.0,3.4,145.0,819.0,0.3,13152.0,4.4,65508.0,21.98,63048.0,21.15,5500.0,52000.0,62817.0,21.1
2009,Stafford,Tolland,P,145.0,11786.0,86721.0,7.4,5852.0,0.5,1622.0,0.1,89307.0,7.6,297.0,4104.0,0.3,51694.0,4.4,459281.0,38.97,357017.0,30.29,48598.0,268811.0,438511.0,37.2
2009,Stamford - Ferguson,Fairfield,P,26.0,118475.0,961580.0,8.1,95000.0,0.8,175433.0,1.5,1027788.0,8.7,1614.0,48330.0,0.4,523447.0,4.4,8553528.0,72.2,7761360.0,65.51,816801.0,4995649.0,8850585.0,74.7
2009,Sterling,Windham,P,141.0,3725.0,10500.0,2.8,1801.0,0.48,3598.0,1.0,57229.0,15.4,74.0,540.0,0.1,24794.0,6.7,79595.0,21.37,77968.0,20.93,11715.0,44350.0,76900.0,20.6
2009,Stonington,New London,P,41.0,18343.0,39363.0,2.1,5925.0,0.32,956.0,0.1,59052.0,3.2,321.0,7013.0,0.4,40132.0,2.2,257397.0,14.03,120000.0,6.54,33711.0,177090.0,307657.0,16.8
2009,Stratford,Fairfield,P,103.0,49015.0,285222.0,5.8,33245.0,0.68,54328.0,1.1,450953.0,9.2,3324.0,53589.0,1.1,169299.0,3.5,3027379.0,61.76,2790455.0,56.93,260682.0,1700537.0,2954109.0,60.3
2009,Suffield - Kent,Hartford,P,106.0,15104.0,139882.0,9.3,7259.0,0.48,8955.0,0.6,139889.0,9.3,476.0,8744.0,0.6,83021.0,5.5,520470.0,34.46,430766.0,28.52,52329.0,311086.0,519533.0,34.4
2009,Thomaston,Litchfield,P,129.0,7818.0,74000.0,9.5,3284.0,0.42,7000.0,0.9,93826.0,12.0,558.0,10604.0,1.4,56222.0,7.2,347576.0,44.46,318076.0,40.69,46333.0,193681.0,399634.0,51.1
2009,Thompson,Windham,P,151.0,9231.0,50827.0,5.5,5382.0,0.58,14173.0,1.5,85400.0,9.3,475.0,7290.0,0.8,55901.0,6.1,368368.0,39.91,361760.0,39.19,56225.0,257042.0,362196.0,39.2
2009,Tolland,Tolland,P,108.0,14631.0,94723.0,6.5,9410.0,0.64,26018.0,1.8,148891.0,10.2,221.0,3280.0,0.2,63925.0,4.4,395652.0,27.04,389799.0,26.64,43202.0,317646.0,554446.0,37.9
2009,Torrington,Litchfield,P,153.0,35451.0,96000.0,2.7,12024.0,0.34,94945.0,2.7,114934.0,3.2,232.0,4647.0,0.1,55422.0,1.6,643453.0,18.15,27400.0,0.77,51919.0,341403.0,594172.0,16.8
2009,Trumbull,Fairfield,P,37.0,34752.0,230928.0,6.6,22524.0,0.65,30572.0,0.9,483979.0,13.9,804.0,13224.0,0.4,168752.0,4.9,1693013.0,48.72,1465837.0,42.18,311946.0,1069811.0,1672887.0,48.1
2009,Union,Tolland,P,57.0,751.0,8000.0,10.7,323.0,0.43,26.0,0.0,6233.0,8.3,50.0,372.0,0.5,12629.0,16.8,30182.0,40.19,27704.0,36.89,6196.0,11113.0,31496.0,41.9
2009,Vernon - Rockville,Tolland,P,140.0,29620.0,125642.0,4.2,14037.0,0.47,4644.0,0.2,161699.0,5.5,205.0,6184.0,0.2,75366.0,2.5,883757.0,29.84,300000.0,10.13,84006.0,373407.0,781484.0,26.4
2009,Voluntown,New London,P,125.0,2612.0,10428.0,4.0,1736.0,0.66,382.0,0.1,24276.0,9.3,101.0,1241.0,0.5,18764.0,7.2,76645.0,29.34,77321.0,29.6,4901.0,44192.0,72191.0,27.6
2009,Wallingford,New Haven,P,90.0,44679.0,480000.0,10.7,34223.0,0.77,90680.0,2.0,646244.0,14.5,741.0,22045.0,0.5,243506.0,5.5,2809217.0,62.88,2579793.0,57.74,292299.0,1465563.0,2646597.0,59.2
2009,Warren,Litchfield,P,20.0,1384.0,3388.0,2.4,900.0,0.65,35.0,0.0,6734.0,4.9,116.0,1493.0,1.1,11885.0,8.6,40731.0,29.43,25000.0,18.06,7784.0,27628.0,42852.0,31.0
2009,Washington - Gunn,Litchfield,P,13.0,3671.0,43957.0,12.0,2500.0,0.68,5810.0,,66747.0,18.2,148.0,3644.0,1.0,48023.0,13.1,691214.0,188.29,118000.0,32.14,22374.0,207825.0,458798.0,125.0
2009,Waterbury - Silas Bron.,New Haven,P,166.0,107174.0,285174.0,2.7,42709.0,0.4,19585.0,0.2,195302.0,1.8,111.0,3388.0,0.0,254549.0,2.4,2491242.0,23.24,2491290.0,23.25,271699.0,1494692.0,2522890.0,23.5
2009,Waterford,New London,P,42.0,18775.0,190126.0,10.1,17212.0,0.92,20408.0,1.1,235206.0,12.5,404.0,6324.0,0.3,84655.0,4.5,1298424.0,69.16,1182448.0,62.98,129285.0,884439.0,1309928.0,69.8
2009,Watertown,Litchfield,P,109.0,22128.0,75105.0,3.4,13341.0,0.6,48025.0,2.2,94502.0,4.3,76.0,1904.0,0.1,91217.0,4.1,744970.0,33.67,735000.0,33.22,67679.0,394520.0,742736.0,33.6
2009,West Hartford,Hartford,P,67.0,60486.0,559963.0,9.3,27455.0,0.45,88789.0,1.5,735199.0,12.2,984.0,28114.0,0.5,244099.0,4.0,3669805.0,60.67,3652250.0,60.38,438957.0,2124890.0,3708182.0,61.3
2009,West Haven,New Haven,P,156.0,52676.0,73988.0,1.4,40124.0,0.76,17498.0,0.3,220156.0,4.2,414.0,7891.0,0.1,157488.0,3.0,1657654.0,31.47,1564602.0,29.7,140880.0,955090.0,1474729.0,28.0
2009,Westbrook,Middlesex,P,36.0,6618.0,35000.0,5.3,6669.0,1.01,10297.0,1.6,41700.0,6.3,466.0,5357.0,0.8,46380.0,7.0,356936.0,53.93,343118.0,51.85,41017.0,210378.0,395895.0,59.8
2009,Weston,Fairfield,P,5.0,10200.0,35000.0,3.4,6118.0,0.6,5810.0,,63853.0,6.3,362.0,5974.0,0.6,61802.0,6.1,392732.0,38.5,387791.0,38.02,50614.0,248694.0,400095.0,39.2
2009,Westport,Fairfield,P,4.0,26508.0,563703.0,21.3,23152.0,0.87,202824.0,7.7,832224.0,31.4,1007.0,47366.0,1.8,226079.0,8.5,5147726.0,194.2,3975193.0,149.96,411775.0,2775820.0,4939379.0,186.3
2009,Wethersfield,Hartford,P,86.0,25781.0,117366.0,4.6,9925.0,0.38,33897.0,1.3,315770.0,12.2,407.0,12755.0,0.5,108186.0,4.2,1701727.0,66.01,1631386.0,63.28,162280.0,955660.0,1675946.0,65.0
2009,Willington,Tolland,P,123.0,6139.0,26400.0,4.3,3426.0,0.56,18150.0,3.0,45752.0,7.5,23.0,2888.0,0.5,31605.0,5.1,176578.0,28.76,101607.0,16.55,27057.0,89216.0,190296.0,31.0
2009,Wilton,Fairfield,P,6.0,17715.0,284682.0,16.1,12702.0,0.72,38790.0,2.2,362347.0,20.5,824.0,32310.0,1.8,139913.0,7.9,3047686.0,172.04,2363855.0,133.44,230125.0,1437342.0,3125652.0,176.4
2009,Winchester - Beardsley,Litchfield,P,142.0,15942.0,55280.0,4.6,7504.0,0.47,2381.0,0.1,56028.0,3.5,346.0,3128.0,0.2,52018.0,3.3,320204.0,20.09,197646.0,12.4,35960.0,155639.0,301636.0,18.9
2009,Windham - Guilford Sm,Windham,N,168.0,13063.5,5912.0,0.2,398.0,0.02,637.0,0.0,7381.0,0.3,57.0,1060.0,0.0,10483.0,0.4,59070.0,37.02,13466.0,31.73,5250.0,24460.0,59070.0,36.7
2009,Windham - Willimantic,Windham,P,168.0,23678.0,120000.0,5.1,10460.0,0.44,4500.0,0.2,65721.0,2.8,105.0,2038.0,0.1,62642.0,2.6,734211.0,31.01,700415.0,29.58,69395.0,414451.0,708612.0,29.9
2009,Windham Free,Windham,N,168.0,13063.5,11752.0,0.5,1156.0,0.05,402.0,0.0,8935.0,0.4,81.0,1907.0,0.1,9262.0,0.4,53585.0,37.02,29505.0,31.73,6500.0,33150.0,54845.0,36.7
2009,Windsor,Hartford,P,95.0,28754.0,259941.0,9.0,12140.0,0.42,64975.0,2.3,299307.0,10.4,540.0,14915.0,0.5,124029.0,4.3,1544094.0,53.7,1488030.0,51.75,161883.0,799134.0,1492161.0,51.9
2009,Windsor Locks,Hartford,P,101.0,12491.0,48600.0,3.9,4696.0,0.38,8500.0,0.7,88431.0,7.1,172.0,1598.0,0.1,53542.0,4.3,460873.0,36.9,415490.0,33.26,67799.0,255365.0,452884.0,36.3
2009,Wolcott,New Haven,P,122.0,16407.0,79000.0,4.8,5840.0,0.36,2883.0,0.2,84563.0,5.2,241.0,2647.0,0.2,61508.0,3.7,517006.0,31.51,524101.0,31.94,62554.0,298782.0,482441.0,29.4
2009,Woodbridge,New Haven,P,27.0,9201.0,55280.0,4.6,7425.0,0.81,7150.0,0.8,170485.0,18.5,583.0,7302.0,0.8,86463.0,9.4,766688.0,83.33,736982.0,80.1,78980.0,505844.0,927612.0,100.8
2009,Woodbury,Litchfield,P,38.0,9654.0,55280.0,4.6,6972.0,0.72,5810.0,,122357.0,12.7,570.0,11169.0,1.2,93121.0,9.6,617208.0,63.93,614633.0,63.67,102300.0,404250.0,614633.0,63.7
2009,Woodstock - Bracken,Windham,P,102.0,8188.0,5700.0,0.7,689.0,0.08,2810.0,0.3,4046.0,0.5,1.0,12.0,0.0,17039.0,2.1,12780.0,1.56,10504.0,1.28,13337.0,5030.0,21997.0,2.7
2009,Woodstock - May,Windham,N,102.0,13063.5,2250.0,0.3,4415.0,0.54,25.0,0.0,6165.0,0.8,3.0,30.0,0.0,12085.0,1.5,18071.0,37.02,15894.0,31.73,3561.0,6425.0,17806.0,36.7
2009,"Woodstock, North",Windham,N,102.0,13063.5,5111.0,0.6,526.0,0.06,94.0,0.0,13942.0,1.7,262.0,5044.5,0.4,12034.0,1.5,16878.0,37.02,15894.0,31.73,4058.0,6316.0,15687.0,36.7
2009,"Woodstock, West",Windham,N,102.0,13063.5,2651.0,0.3,840.0,0.1,120.0,0.0,6462.0,0.8,49.0,617.0,0.1,8738.0,1.1,18155.0,37.02,15894.0,31.73,4363.0,6720.0,18256.0,36.7
2010,Andover,Tolland,P,97.0,3183.0,11474.0,3.6,2752.0,0.86,736.0,0.2,21891.0,6.9,101.0,1501.0,0.5,20592.0,6.5,103065.0,32.38,99206.0,31.17,12285.0,60853.0,96220.0,30.2
2010,Ansonia,New Haven,P,162.0,18503.0,82000.0,4.4,10329.0,0.56,16500.0,0.9,103950.0,5.6,624.0,7294.0,0.4,97011.0,5.2,617589.0,33.38,553579.0,29.92,58325.0,404407.0,596201.0,32.2
2010,Ashford-Babcock,Windham,P,126.0,4467.0,16101.0,3.6,3412.0,0.76,1178.0,0.3,30736.0,6.9,296.0,5052.0,1.1,30744.0,6.9,175663.0,39.32,156850.0,35.11,12206.0,111499.0,175617.0,39.3
2010,Avon,Hartford,P,21.0,17328.0,201836.0,11.6,9111.0,0.53,42901.0,2.5,284409.0,16.4,461.0,9622.0,0.6,92338.0,5.3,1475075.0,85.13,1372488.0,79.21,155805.0,755340.0,1307046.0,75.4
2010,Beacon Falls,New Haven,P,105.0,5807.0,21961.0,3.8,2470.0,0.43,3245.0,0.6,32450.0,5.6,197.0,3362.0,0.6,16509.0,2.8,186224.0,32.07,173503.0,29.88,16476.0,96512.0,185389.0,31.9
2010,Berlin - East Berlin,Hartford,N,77.0,13063.5,875.0,0.0,196.0,0.01,101.0,0.0,1866.0,0.1,262.0,5044.5,0.4,8376.0,0.4,6597.0,0.32,3500.0,0.17,50191.0,4319.0,7077.0,0.3
2010,Berlin Free,Hartford,N,77.0,13063.5,3121.0,0.2,789.0,0.04,29.0,0.0,6664.0,0.3,331.0,2892.0,0.1,21910.0,1.1,39663.0,1.95,3500.0,0.17,7500.0,21400.0,39650.0,1.9
2010,Berlin-Peck,Hartford,P,77.0,20364.0,81837.0,4.0,7715.0,0.38,14241.0,0.7,194904.0,9.6,400.0,7270.0,0.4,99794.0,4.9,935437.0,45.94,917720.0,45.07,109653.0,577475.0,1067572.0,52.4
2010,Bethany - Clark,New Haven,P,55.0,5575.0,18000.0,3.2,3384.0,0.61,976.0,0.2,33614.0,6.0,73.0,582.0,0.1,45079.0,8.1,113584.0,20.37,93642.0,16.8,15000.0,68722.0,140183.0,25.1
2010,Bethel,Fairfield,P,62.0,18438.0,136315.0,7.4,11624.0,0.63,15405.0,0.8,171501.0,9.3,251.0,5534.0,0.3,118847.0,6.4,751373.0,40.75,737618.0,40.01,97977.0,553858.0,1031458.0,55.9
2010,Bethlehem,Litchfield,P,59.0,3560.0,12157.0,3.4,3498.0,0.98,2103.0,0.6,26458.0,7.4,72.0,798.0,0.2,26408.0,7.4,107851.0,30.3,93710.0,26.32,3174.0,77553.0,90641.0,25.5
2010,Bloomfield - Prosser,Hartford,P,86.0,20727.0,52000.0,2.5,7287.0,0.35,18851.0,0.9,240764.0,11.6,829.0,15643.0,0.8,126977.0,6.1,1366247.0,65.92,1329034.0,64.12,147560.0,1034488.0,1986151.0,95.8
2010,Bolton - Bentley,Tolland,P,94.0,5117.0,49400.0,9.7,2105.0,0.41,3028.0,0.6,53382.0,10.4,42.0,798.0,0.2,49057.0,9.6,229628.0,44.88,225269.0,44.02,32000.0,175631.0,241520.0,47.2
2010,Branford - Blackstone,New Haven,P,50.0,28969.0,168500.0,5.8,11306.0,0.39,79999.0,2.8,202254.0,7.0,389.0,13302.0,0.5,84876.0,2.9,1346315.0,46.47,1074100.0,37.08,92327.0,689534.0,1234050.0,42.6
2010,Branford - Willoughby,New Haven,N,50.0,13063.5,10920.0,0.4,2349.0,0.08,1300.0,0.0,41920.0,1.4,312.0,10850.0,0.4,24574.0,0.8,199465.0,6.89,192790.0,6.66,22000.0,152090.0,259290.0,9.0
2010,Bridgeport,Fairfield,P,164.0,136405.0,431984.0,3.2,56780.0,0.42,75205.0,0.6,406315.0,3.0,580.0,11770.0,0.1,541808.0,4.0,4713315.0,34.55,4511389.0,33.07,515586.0,2519541.0,4927149.0,36.1
2010,Bridgewater - Burnham,Litchfield,P,16.0,1873.0,20195.0,10.8,870.0,0.46,978.0,0.5,32625.0,17.4,434.0,5030.0,2.7,36402.0,19.4,107044.0,57.15,72036.0,38.46,14788.0,74434.0,123972.0,66.2
2010,Bristol,Hartford,P,138.0,60927.0,348000.0,5.7,20088.0,0.33,29907.0,0.5,344894.0,5.7,1192.0,32562.0,0.5,201153.0,3.3,2057633.0,33.77,1946435.0,31.95,270124.0,1377958.0,2429824.0,39.9
2010,Brookfield,Fairfield,P,30.0,16657.0,105408.0,6.3,8988.0,0.54,3620.0,0.2,155962.0,9.4,480.0,12095.0,0.7,59796.0,3.6,541899.0,32.53,517386.0,31.06,65720.0,402557.0,575884.0,34.6
2010,Brooklyn,Windham,P,152.0,7949.0,6260.0,0.8,3500.0,0.44,1365.0,0.2,12173.0,1.5,21.0,374.0,0.0,23746.0,3.0,112785.0,14.19,108602.0,13.66,26127.0,67746.0,120965.0,15.2
2010,Burlington,Hartford,P,57.0,9150.0,50487.0,5.5,3581.0,0.39,2384.0,0.3,83774.0,9.2,391.0,6001.0,0.7,57095.0,6.2,334025.0,36.51,293347.0,32.06,29099.0,185624.0,339594.0,37.1
2010,Canaan - David Hunt,Litchfield,P,31.0,1095.0,18322.0,16.7,836.0,0.76,1973.0,1.8,9271.0,8.5,157.0,3642.0,3.3,27281.0,24.9,117536.0,107.34,35000.0,31.96,8591.0,65651.0,132526.0,121.0
2010,Canterbury,Windham,P,132.0,5118.0,25034.0,4.9,2643.0,0.52,1041.0,0.2,48619.0,9.5,271.0,2767.0,0.5,21642.0,4.2,100347.0,19.61,89721.0,17.53,16583.0,71488.0,154073.0,30.1
